2023-10-05 12:02:07 
Array
(
    [a] => 1
)

2023-10-05 12:38:43 
Array
(
    [a] => 1
)
 192.168.9.126
2023-10-05 12:41:02 
test	192.168.9.126
2023-10-05 12:42:10 	test	192.168.9.126
2023-10-05 12:48:29 	test	192.168.9.126	Десктоп
2024-01-04 09:25:09 	Создан заказ	193.233.123.39	Мобильный	Mozilla/5.0 (Linux; Android 13; 23021RAA2Y) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.193 Mobile Safari/537.36 OPR/79.3.4195.76674
2024-01-04 10:24:59 	Создан заказ	85.174.193.147	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-04 10:25:22 	Создан заказ	85.174.193.147	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-04 10:25:38 	Создан заказ	85.174.193.147	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-04 11:01:06 	Создан заказ	188.162.166.40	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-04 11:14:58 	zakazatZvonok	185.211.159.225	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; RMX3511) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.98 YaBrowser/23.11.5.98.00 SA/3 Mobile Safari/537.36
2024-01-04 11:44:11 	Создан заказ	85.174.196.76	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 OPR/106.0.0.0 (Edition Yx)
2024-01-04 11:45:40 	Создан заказ	85.174.196.76	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 OPR/106.0.0.0 (Edition Yx)
2024-01-04 15:03:09 	Создан заказ	85.249.173.32	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.745 YaApp_Android/23.112.1 YaSearchBrowser/23.112.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2024-01-04 15:03:13 	Создан заказ	85.249.173.32	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.745 YaApp_Android/23.112.1 YaSearchBrowser/23.112.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2024-01-04 15:03:19 	Создан заказ	85.249.173.32	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 13; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.745 YaApp_Android/23.112.1 YaSearchBrowser/23.112.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2024-01-04 15:36:46 	Создан заказ	95.153.180.219	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-04 15:36:58 	Создан заказ	95.153.180.219	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-04 15:37:05 	Создан заказ	95.153.180.219	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-04 17:29:27 	Создан заказ	193.233.120.175	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-04 17:29:47 	Создан заказ	193.233.120.175	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-04 17:29:59 	Создан заказ	193.233.120.175	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-04 19:22:12 	Создан заказ	85.249.165.195	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-04 19:22:35 	Создан заказ	85.249.165.195	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-04 19:48:53 	Создан заказ	85.249.165.195	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-04 19:49:02 	Создан заказ	85.249.165.195	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-04 19:49:22 	Создан заказ	85.249.165.195	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-04 22:29:48 	Создан заказ	95.25.184.87	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 YaBrowser/23.11.0.0 Safari/537.36
2024-01-04 22:30:07 	Создан заказ	95.25.184.87	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 YaBrowser/23.11.0.0 Safari/537.36
2024-01-04 22:30:15 	Создан заказ	95.25.184.87	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 YaBrowser/23.11.0.0 Safari/537.36
2024-01-05 02:13:05 	Создан заказ	95.153.177.79	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2024-01-05 02:13:36 	Создан заказ	95.153.177.79	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2024-01-05 02:13:56 	Создан заказ	95.153.177.79	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2024-01-05 02:38:59 	Создан заказ	95.25.138.170	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-05 02:39:39 	Создан заказ	95.25.138.170	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-05 02:39:47 	Создан заказ	95.25.138.170	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-05 08:30:10 	Создан заказ	37.78.193.135	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 12; Mi Note 10 Lite) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.594 YaApp_Android/23.114.1 YaSearchBrowser/23.114.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2024-01-05 08:33:35 	Создан заказ	37.78.193.135	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 12; Mi Note 10 Lite) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.594 YaApp_Android/23.114.1 YaSearchBrowser/23.114.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2024-01-05 08:34:10 	Создан заказ	37.78.193.135	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 12; Mi Note 10 Lite) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.594 YaApp_Android/23.114.1 YaSearchBrowser/23.114.1 BroPP/1.0 SA/3 Mobile Safari/537.36
2024-01-05 10:28:18 	zakazatZvonok	188.170.173.183	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36
2024-01-05 10:43:47 	Создан заказ	85.174.207.113	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-05 10:43:57 	Создан заказ	85.174.207.113	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-05 10:44:02 	Создан заказ	85.174.207.113	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-05 10:44:12 	Создан заказ	85.174.207.113	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-05 10:45:44 	Создан заказ	85.174.207.113	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-05 10:47:21 	Создан заказ	85.174.207.113	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-05 10:57:18 	Whatsapp	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 12:07:39 	Создан заказ	85.26.186.51	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2024-01-05 12:07:48 	Создан заказ	85.26.186.51	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2024-01-05 12:10:21 	Создан заказ	85.26.186.51	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2024-01-05 12:55:18 	Создан заказ	85.249.164.101	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 10; CDY-NX9A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.109 YaBrowser/23.11.1.109.00 SA/3 Mobile Safari/537.36
2024-01-05 12:55:36 	Создан заказ	85.249.164.101	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 10; CDY-NX9A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.109 YaBrowser/23.11.1.109.00 SA/3 Mobile Safari/537.36
2024-01-05 12:55:54 	Создан заказ	85.249.164.101	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 10; CDY-NX9A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.109 YaBrowser/23.11.1.109.00 SA/3 Mobile Safari/537.36
2024-01-05 12:55:58 	Создан заказ	85.249.164.101	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 10; CDY-NX9A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.109 YaBrowser/23.11.1.109.00 SA/3 Mobile Safari/537.36
2024-01-05 12:56:12 	Создан заказ	85.249.164.101	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 10; CDY-NX9A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.109 YaBrowser/23.11.1.109.00 SA/3 Mobile Safari/537.36
2024-01-05 15:12:51 	Создан заказ	109.248.253.13	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 YaBrowser/23.11.0.0 Safari/537.36
2024-01-05 15:12:58 	Создан заказ	109.248.253.13	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 YaBrowser/23.11.0.0 Safari/537.36
2024-01-05 15:13:10 	Создан заказ	109.248.253.13	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 YaBrowser/23.11.0.0 Safari/537.36
2024-01-05 16:08:44 	Создан заказ	85.26.186.51	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2024-01-05 16:08:56 	Создан заказ	85.26.186.51	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2024-01-05 16:09:18 	Создан заказ	85.26.186.51	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
2024-01-05 17:58:16 	Whatsapp	193.233.122.127	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-05 17:59:32 	Создан заказ	194.85.210.130	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 YaBrowser/23.11.0.0 Safari/537.36
2024-01-05 17:59:40 	Создан заказ	194.85.210.130	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 YaBrowser/23.11.0.0 Safari/537.36
2024-01-05 18:00:22 	Создан заказ	194.85.210.130	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 YaBrowser/23.11.0.0 Safari/537.36
2024-01-05 18:00:50 	Создан заказ	194.85.210.130	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 YaBrowser/23.11.0.0 Safari/537.36
2024-01-05 18:01:07 	Создан заказ	194.85.210.130	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 YaBrowser/23.11.0.0 Safari/537.36
2024-01-05 20:34:43 	Whatsapp	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 20:39:12 	Whatsapp	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 20:39:22 	Whatsapp	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 20:42:41 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 20:43:09 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 20:43:15 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 20:43:18 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 22:33:22 	Создан заказ	85.175.31.73	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 10; DBY-W09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.109 YaBrowser/23.11.1.109.01 Safari/537.36
2024-01-05 22:33:38 	Создан заказ	85.175.31.73	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 10; DBY-W09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.109 YaBrowser/23.11.1.109.01 Safari/537.36
2024-01-05 22:33:45 	Создан заказ	85.175.31.73	Мобильный	Mozilla/5.0 (Linux; arm_64; Android 10; DBY-W09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.109 YaBrowser/23.11.1.109.01 Safari/537.36
2024-01-05 23:05:13 	Создан заказ	109.248.253.90	Мобильный	Mozilla/5.0 (Linux; U; Android 13; ru-ru; Redmi Note 12 Pro Build/TKQ1.221114.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5615.136 Mobile Safari/537.36 XiaoMi/MiuiBrowser/14.2.0-gn
2024-01-05 23:06:05 	Создан заказ	109.248.253.90	Мобильный	Mozilla/5.0 (Linux; U; Android 13; ru-ru; Redmi Note 12 Pro Build/TKQ1.221114.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5615.136 Mobile Safari/537.36 XiaoMi/MiuiBrowser/14.2.0-gn
2024-01-05 23:06:24 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 23:07:07 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 23:07:14 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 23:07:18 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 23:07:20 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 23:07:40 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 23:07:52 	Создан заказ	109.248.253.90	Мобильный	Mozilla/5.0 (Linux; U; Android 13; ru-ru; Redmi Note 12 Pro Build/TKQ1.221114.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5615.136 Mobile Safari/537.36 XiaoMi/MiuiBrowser/14.2.0-gn
2024-01-05 23:08:56 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 23:09:15 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 23:09:21 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 23:33:14 	Создан заказ	46.159.97.158	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-05 23:54:16 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 23:54:25 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-05 23:55:19 	Создан заказ	95.25.163.14	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0 (Edition Yx 05)
2024-01-06 14:40:14 	Создан заказ	95.153.177.59	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2024-01-06 14:40:52 	Создан заказ	95.153.177.59	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
2024-01-06 14:47:31 	Создан заказ	85.174.207.253	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-06 14:48:09 	Создан заказ	85.174.207.253	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-06 14:48:45 	Создан заказ	85.174.207.253	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-06 14:48:55 	Создан заказ	85.174.207.253	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-06 14:48:59 	Создан заказ	85.174.207.253	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-06 17:19:37 	Создан заказ	193.233.120.28	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-06 17:20:50 	Создан заказ	193.233.120.28	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-06 17:51:45 	Создан заказ	178.155.17.97	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/297.0.594082364 Mobile/15E148 Safari/604.1
2024-01-06 18:05:40 	Создан заказ	178.155.17.97	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/297.0.594082364 Mobile/15E148 Safari/604.1
2024-01-06 18:05:58 	Создан заказ	178.155.17.97	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/297.0.594082364 Mobile/15E148 Safari/604.1
2024-01-06 18:06:18 	Создан заказ	178.155.17.97	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/297.0.594082364 Mobile/15E148 Safari/604.1
2024-01-06 18:14:43 	Создан заказ	178.155.17.97	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/297.0.594082364 Mobile/15E148 Safari/604.1
2024-01-06 18:14:58 	Создан заказ	178.155.17.97	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/297.0.594082364 Mobile/15E148 Safari/604.1
2024-01-06 18:15:04 	Создан заказ	178.155.17.97	Мобильный	Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/297.0.594082364 Mobile/15E148 Safari/604.1
2024-01-07 01:23:35 	Создан заказ	188.170.194.2	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36
2024-01-07 01:23:42 	Создан заказ	188.170.194.2	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36
2024-01-07 01:23:44 	Создан заказ	188.170.194.2	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36
2024-01-07 09:54:54 	Создан заказ	95.25.162.41	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-07 09:55:04 	Создан заказ	95.25.162.41	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-07 09:55:07 	Создан заказ	95.25.162.41	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
2024-01-07 10:41:48 	Создан заказ	95.25.125.193	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-07 10:41:57 	Создан заказ	95.25.125.193	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-07 10:43:38 	Создан заказ	95.25.125.193	Десктоп	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36
2024-01-07 20:21:55 	Создан заказ	95.153.178.84	Мобильный	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36
